,Degree,Country,Year,Undergraduate_enrollment,Total,Percentage,Undergraduate_enrollment_Lag,Change_rate,Proportional_Change,Tertiary Enrollment (%),Government expenditure on tertiary education (%),Individuals using the Internet (%)
46,Health and welfare,Austria,2015,2012,45364,4.435234988096288,1837.0,9.526401741970604,0.42251830316649447,32.63359,83.9401,82.2563095092773
47,Health and welfare,Austria,2016,3156,47580,6.633039092055485,2012.0,56.85884691848907,3.771469543395366,32.48871,84.3237,82.8496932983398
48,Health and welfare,Austria,2017,2937,45180,6.50066401062417,3156.0,-6.939163498098859,-0.45109170415928174,,87.9356,83.8392562866211
49,Health and welfare,Austria,2018,3183,43796,7.267787012512558,2937.0,8.375893769152196,0.6087421195362919,,87.4791,85.8698883056641
50,Health and welfare,Austria,2019,3619,43186,8.380030565461029,3183.0,13.697769399937165,1.1478772625011022,,87.7522,86.3234329223633
51,Health and welfare,Austria,2020,3922,42257,9.281302506093665,3619.0,8.372478585244544,0.7770750647544573,,87.5294,88.7071990966797
52,Health and welfare,Austria,2021,4343,46975,9.245343267695583,3922.0,10.734319224885262,0.9924246597908822,,92.5292,93.940071105957
53,Health and welfare,Austria,2022,4698,42168,11.14114968696642,4343.0,8.174073221275616,0.9106857331045543,,93.6141,94.5116882324219
54,Information and communication technologies,Austria,2014,2468,43288,5.7013491036776935,2355.0,4.798301486199576,0.273567918775193,32.51695,80.9958,81.0195693969727
55,Information and communication technologies,Austria,2015,2443,45364,5.385327572524469,2468.0,-1.012965964343598,-0.054551535378084166,32.63359,83.9401,82.2563095092773
56,Information and communication technologies,Austria,2016,2718,47580,5.712484237074401,2443.0,11.25665165779779,0.6430344515740729,32.48871,84.3237,82.8496932983398
57,Information and communication technologies,Austria,2017,2480,45180,5.489154493138557,2718.0,-8.75643855776306,-0.48065444053236805,,87.9356,83.8392562866211
58,Information and communication technologies,Austria,2018,2413,43796,5.509635583158279,2480.0,-2.7016129032258065,-0.1488490258353245,,87.4791,85.8698883056641
59,Information and communication technologies,Austria,2019,2589,43186,5.99499837910434,2413.0,7.293825113966017,0.437264697356968,,87.7522,86.3234329223633
60,Information and communication technologies,Austria,2020,2948,42257,6.976358946446743,2589.0,13.866357667052917,0.9673668836517499,,87.5294,88.7071990966797
61,Information and communication technologies,Austria,2021,3192,46975,6.795103778605641,2948.0,8.276797829036635,0.562417002028418,,92.5292,93.940071105957
62,Information and communication technologies,Austria,2022,2919,42168,6.922310756972111,3192.0,-8.552631578947368,-0.5920397357936673,,93.6141,94.5116882324219
63,"Natural sciences, mathematics and statistics",Austria,2014,4677,43288,10.80437996673443,5157.0,-9.307737056428156,-1.0056432778810407,32.51695,80.9958,81.0195693969727
64,"Natural sciences, mathematics and statistics",Austria,2015,5612,45364,12.371043117890839,4677.0,19.99144750908702,2.473150591239669,32.63359,83.9401,82.2563095092773
65,"Natural sciences, mathematics and statistics",Austria,2016,6227,47580,13.087431693989071,5612.0,10.958660014255168,1.434207143942138,32.48871,84.3237,82.8496932983398
66,"Natural sciences, mathematics and statistics",Austria,2017,5734,45180,12.69145639663568,6227.0,-7.917135057009796,-1.0047997436231557,,87.9356,83.8392562866211
67,"Natural sciences, mathematics and statistics",Austria,2018,5461,43796,12.469175267147685,5734.0,-4.7610742936867805,-0.5936666982789184,,87.4791,85.8698883056641
68,"Natural sciences, mathematics and statistics",Austria,2019,5390,43186,12.480896586856852,5461.0,-1.300128181651712,-0.1622676538485326,,87.7522,86.3234329223633
69,"Natural sciences, mathematics and statistics",Austria,2020,5126,42257,12.130534585985753,5390.0,-4.8979591836734695,-0.5941486327829757,,87.5294,88.7071990966797
70,"Natural sciences, mathematics and statistics",Austria,2021,5871,46975,12.498137307078233,5126.0,14.533749512290283,1.8164479699128526,,92.5292,93.940071105957
71,"Natural sciences, mathematics and statistics",Austria,2022,4982,42168,11.814646177195979,5871.0,-15.142224493272016,-1.7890002472367954,,93.6141,94.5116882324219
72,Services,Austria,2014,925,43288,2.1368508593605617,897.0,3.121516164994426,0.06670214499676223,32.51695,80.9958,81.0195693969727
73,Services,Austria,2015,645,45364,1.4218322899215237,925.0,-30.270270270270274,-0.43039247694921806,32.63359,83.9401,82.2563095092773
74,Services,Austria,2016,599,47580,1.258932324506095,645.0,-7.131782945736434,-0.08978432081748895,32.48871,84.3237,82.8496932983398
75,Services,Austria,2017,559,45180,1.2372731297034085,599.0,-6.67779632721202,-0.08262257961291543,,87.9356,83.8392562866211
76,Services,Austria,2018,772,43796,1.7627180564435108,559.0,38.10375670840787,0.6716617996824111,,87.4791,85.8698883056641
77,Services,Austria,2019,551,43186,1.2758764414393553,772.0,-28.62694300518135,-0.36524442170738025,,87.7522,86.3234329223633
78,Services,Austria,2020,577,42257,1.365454244267222,551.0,4.71869328493648,0.06443159773311756,,87.5294,88.7071990966797
79,Services,Austria,2021,584,46975,1.2432144757849921,577.0,1.2131715771230502,0.01508232466290285,,92.5292,93.940071105957
80,Services,Austria,2022,509,42168,1.2070764560804401,584.0,-12.842465753424658,-0.15501838048978256,,93.6141,94.5116882324219
81,"Social sciences, journalism and information",Austria,2014,4879,43288,11.271021992238033,6110.0,-20.147299509001638,-2.27080655850164,32.51695,80.9958,81.0195693969727
82,"Social sciences, journalism and information",Austria,2015,6780,45364,14.945771977779737,4879.0,38.96290223406436,5.823306523828506,32.63359,83.9401,82.2563095092773
83,"Social sciences, journalism and information",Austria,2016,6873,47580,14.445145018915511,6780.0,1.3716814159292035,0.1981413697284871,32.48871,84.3237,82.8496932983398
84,"Social sciences, journalism and information",Austria,2017,7383,45180,16.341301460823374,6873.0,7.420340462680053,1.2125802044260034,,87.9356,83.8392562866211
85,"Social sciences, journalism and information",Austria,2018,6233,43796,14.231893323591196,7383.0,-15.57632398753894,-2.2168058136434885,,87.4791,85.8698883056641
86,"Social sciences, journalism and information",Austria,2019,4276,43186,9.90135692122447,6233.0,-31.397400930531045,-3.1087687301197318,,87.7522,86.3234329223633
87,"Social sciences, journalism and information",Austria,2020,4255,42257,10.06933762453558,4276.0,-0.49111318989710007,-0.04945184520936556,,87.5294,88.7071990966797
88,"Social sciences, journalism and information",Austria,2021,4787,46975,10.190526875997872,4255.0,12.502937720329024,1.2741152286794049,,92.5292,93.940071105957
89,"Social sciences, journalism and information",Austria,2022,4199,42168,9.957787896034908,4787.0,-12.283267181951118,-1.2231416926819567,,93.6141,94.5116882324219
90,"Agriculture, forestry, fisheries and veterinary",Belgium,2014,2480,90154,2.7508485480400204,2370.0,4.641350210970464,0.12767651488793344,22.49618,85.0012,74.0397262573242
91,"Agriculture, forestry, fisheries and veterinary",Belgium,2015,1983,91512,2.1669289273537897,2480.0,-20.04032258064516,-0.4342595471350134,22.12875,85.0529,76.423942565918
92,"Agriculture, forestry, fisheries and veterinary",Belgium,2016,2122,97610,2.173957586312878,1983.0,7.009581442259203,0.1523853275327736,22.2845,86.5165,77.2435073852539
93,"Agriculture, forestry, fisheries and veterinary",Belgium,2017,2289,104313,2.19435736677116,2122.0,7.869934024505183,0.17269447702675952,,87.6797,80.7738189697266
94,"Agriculture, forestry, fisheries and veterinary",Belgium,2018,2097,95125,2.204467805519054,2289.0,-8.387942332896461,-0.18490948827420634,,88.6473,79.1237487792969
95,"Agriculture, forestry, fisheries and veterinary",Belgium,2019,2096,93205,2.2488063945067323,2097.0,-0.04768717215069146,-0.0010723921766841833,,90.2754,79.3044815063477
96,"Agriculture, forestry, fisheries and veterinary",Belgium,2020,2042,93966,2.1731264499925507,2096.0,-2.5763358778625953,-0.055987036402479824,,91.5264,79.4996032714844
97,"Agriculture, forestry, fisheries and veterinary",Belgium,2021,2092,91834,2.2780233900298366,2042.0,2.4485798237022527,0.05577922110748865,,92.7887,82.6882019042969
98,"Agriculture, forestry, fisheries and veterinary",Belgium,2022,2268,97266,2.3317500462648817,2092.0,8.413001912045889,0.1961701759763954,,94.0078,83.5736465454102
99,Arts and humanities,Belgium,2014,9834,90154,10.908001863478049,10236.0,-3.9273153575615476,-0.42839163238747324,22.49618,85.0012,74.0397262573242
100,Arts and humanities,Belgium,2015,8840,91512,9.65993530903051,9834.0,-10.107789302420175,-0.9764059077868951,22.12875,85.0529,76.423942565918
101,Arts and humanities,Belgium,2016,10191,97610,10.440528634361234,8840.0,15.282805429864254,1.5956056770386908,22.2845,86.5165,77.2435073852539
102,Arts and humanities,Belgium,2017,9999,104313,9.585574185384372,10191.0,-1.8840153076243746,-0.18059368497633202,,87.6797,80.7738189697266
103,Arts and humanities,Belgium,2018,9285,95125,9.76084099868594,9999.0,-7.140714071407141,-0.6969937466808441,,88.6473,79.1237487792969
104,Arts and humanities,Belgium,2019,8955,93205,9.607853655919747,9285.0,-3.5541195476575123,-0.3414746048953707,,90.2754,79.3044815063477
105,Arts and humanities,Belgium,2020,8793,93966,9.357639997445885,8955.0,-1.809045226130653,-0.16928393965228736,,91.5264,79.4996032714844
106,Arts and humanities,Belgium,2021,8530,91834,9.288498813075767,8793.0,-2.991015580575458,-0.2778204467006627,,92.7887,82.6882019042969
107,Arts and humanities,Belgium,2022,8966,97266,9.218020685542738,8530.0,5.1113716295427905,0.4711672941262174,,94.0078,83.5736465454102
108,"Business, administration and law",Belgium,2014,18054,90154,20.025733744481666,18049.0,0.027702365782037785,0.005547602012433282,22.49618,85.0012,74.0397262573242
109,"Business, administration and law",Belgium,2015,19707,91512,21.53488067138736,18054.0,9.155865736124959,1.9717047607069518,22.12875,85.0529,76.423942565918
110,"Business, administration and law",Belgium,2016,21872,97610,22.40754021104395,19707.0,10.985944080783478,2.4616798374643603,22.2845,86.5165,77.2435073852539
111,"Business, administration and law",Belgium,2017,24260,104313,23.25692866660915,21872.0,10.918068763716168,2.5392074641488045,,87.6797,80.7738189697266
112,"Business, administration and law",Belgium,2018,22067,95125,23.19789750328515,24260.0,-9.03957131079967,-2.096990487415677,,88.6473,79.1237487792969
113,"Business, administration and law",Belgium,2019,22101,93205,23.712247197038785,22067.0,0.1540762224135587,0.03653493473056232,,90.2754,79.3044815063477
114,"Business, administration and law",Belgium,2020,22494,93966,23.93844582082881,22101.0,1.7782000814442787,0.42567346308247245,,91.5264,79.4996032714844
115,"Business, administration and law",Belgium,2021,21996,91834,23.951913234749657,22494.0,-2.213923712990131,-0.5302770868189441,,92.7887,82.6882019042969
116,"Business, administration and law",Belgium,2022,23211,97266,23.86342606871877,21996.0,5.523731587561375,1.3181516036321745,,94.0078,83.5736465454102
117,Education,Belgium,2014,10180,90154,11.2917896044546,10613.0,-4.07990200697258,-0.4606939506952644,22.49618,85.0012,74.0397262573242
118,Education,Belgium,2015,9877,91512,10.793120027974473,10180.0,-2.9764243614931236,-0.32124905387782565,22.12875,85.0529,76.423942565918
119,Education,Belgium,2016,9784,97610,10.023563159512346,9877.0,-0.9415814518578515,-0.09438001152522507,22.2845,86.5165,77.2435073852539
120,Education,Belgium,2017,10909,104313,10.457948673703182,9784.0,11.498364677023712,1.2024930762383566,,87.6797,80.7738189697266
121,Education,Belgium,2018,9054,95125,9.518002628120893,10909.0,-17.00430836923641,-1.6184705174777023,,88.6473,79.1237487792969
122,Education,Belgium,2019,8514,93205,9.134703073869428,9054.0,-5.964214711729622,-0.5448133046045385,,90.2754,79.3044815063477
123,Education,Belgium,2020,8464,93966,9.007513355894686,8514.0,-0.5872680291284942,-0.052898246158648604,,91.5264,79.4996032714844
124,Education,Belgium,2021,7763,91834,8.45329616481913,8464.0,-8.282136105860113,-0.7001134938017733,,92.7887,82.6882019042969
125,Education,Belgium,2022,7810,97266,8.029527275718134,7763.0,0.6054360427669716,0.048613652191002485,,94.0078,83.5736465454102
126,"Engineering, manufacturing and construction",Belgium,2014,10203,90154,11.317301506311424,9921.0,2.8424553976413667,0.3216892475334967,22.49618,85.0012,74.0397262573242
127,"Engineering, manufacturing and construction",Belgium,2015,10389,91512,11.352609493836875,10203.0,1.822993237283152,0.2069573033278113,22.12875,85.0529,76.423942565918
128,"Engineering, manufacturing and construction",Belgium,2016,11055,97610,11.325683843868456,10389.0,6.410626624314178,0.7260473038806806,22.2845,86.5165,77.2435073852539
129,"Engineering, manufacturing and construction",Belgium,2017,11773,104313,11.286225110964118,11055.0,6.4947987336047035,0.7330176055786736,,87.6797,80.7738189697266
130,"Engineering, manufacturing and construction",Belgium,2018,11083,95125,11.650985545335086,11773.0,-5.860868087997961,-0.6828488937637992,,88.6473,79.1237487792969
131,"Engineering, manufacturing and construction",Belgium,2019,10938,93205,11.735421919424924,11083.0,-1.308310024361635,-0.15353570137296887,,90.2754,79.3044815063477
132,"Engineering, manufacturing and construction",Belgium,2020,11313,93966,12.039461081667838,10938.0,3.428414701042238,0.412762653650159,,91.5264,79.4996032714844
133,"Engineering, manufacturing and construction",Belgium,2021,10478,91834,11.409717533811007,11313.0,-7.380889242464421,-0.8421386140486333,,92.7887,82.6882019042969
134,"Engineering, manufacturing and construction",Belgium,2022,10588,97266,10.885612649846811,10478.0,1.0498186676846726,0.11427919368993597,,94.0078,83.5736465454102
135,Health and welfare,Belgium,2014,23033,90154,25.54850588992169,23445.0,-1.7573043292812964,-0.4489650000702809,22.49618,85.0012,74.0397262573242
136,Health and welfare,Belgium,2015,24553,91512,26.83036104554594,23033.0,6.599227195762601,1.7705964828389626,22.12875,85.0529,76.423942565918
137,Health and welfare,Belgium,2016,25468,97610,26.09158897653929,24553.0,3.7266321834399054,0.9723375519705717,22.2845,86.5165,77.2435073852539
138,Health and welfare,Belgium,2017,27517,104313,26.379262412163392,25468.0,8.0453902937019,2.1223146176583474,,87.6797,80.7738189697266
139,Health and welfare,Belgium,2018,24313,95125,25.559001314060446,27517.0,-11.643711160373588,-2.9760162884852885,,88.6473,79.1237487792969
140,Health and welfare,Belgium,2019,23284,93205,24.981492409205515,24313.0,-4.232303705836384,-1.05729262900804,,90.2754,79.3044815063477
141,Health and welfare,Belgium,2020,22959,93966,24.43330566375072,23284.0,-1.3958082803641987,-0.34104210362132725,,91.5264,79.4996032714844
142,Health and welfare,Belgium,2021,23132,91834,25.1889278480737,22959.0,0.753517139248225,0.18980288852810445,,92.7887,82.6882019042969
143,Health and welfare,Belgium,2022,24380,97266,25.065284888861473,23132.0,5.395123638250043,1.3523031100336813,,94.0078,83.5736465454102
144,Information and communication technologies,Belgium,2014,2421,90154,2.6854049737116488,2475.0,-2.181818181818182,-0.05859065397189053,22.49618,85.0012,74.0397262573242
145,Information and communication technologies,Belgium,2015,3329,91512,3.637774280968616,2421.0,37.50516315572078,1.364353179314128,22.12875,85.0529,76.423942565918
146,Information and communication technologies,Belgium,2016,3689,97610,3.7793258887409076,3329.0,10.814058275758486,0.4086985040392691,22.2845,86.5165,77.2435073852539
147,Information and communication technologies,Belgium,2017,4281,104313,4.1039947082338735,3689.0,16.047709406343184,0.6585971448290738,,87.6797,80.7738189697266
148,Information and communication technologies,Belgium,2018,3495,95125,3.674113009198423,4281.0,-18.36019621583742,-0.6745743576804392,,88.6473,79.1237487792969
149,Information and communication technologies,Belgium,2019,4244,93205,4.553403787350464,3495.0,21.430615164520745,0.9758224425537906,,90.2754,79.3044815063477
150,Information and communication technologies,Belgium,2020,4199,93966,4.4686375923206265,4244.0,-1.0603204524033931,-0.047381878335162164,,91.5264,79.4996032714844
151,Information and communication technologies,Belgium,2021,4349,91834,4.735718796959731,4199.0,3.57227911407478,0.16917309348510592,,92.7887,82.6882019042969
152,Information and communication technologies,Belgium,2022,5266,97266,5.414019287315197,4349.0,21.08530696711888,1.1415625859894312,,94.0078,83.5736465454102
153,"Natural sciences, mathematics and statistics",Belgium,2014,2702,90154,2.997093861614571,2390.0,13.05439330543933,0.3912524204283456,22.49618,85.0012,74.0397262573242
154,"Natural sciences, mathematics and statistics",Belgium,2015,2825,91512,3.0870268380103156,2702.0,4.552183567727609,0.1405271284512468,22.12875,85.0529,76.423942565918
155,"Natural sciences, mathematics and statistics",Belgium,2016,3300,97610,3.3808011474234196,2825.0,16.8141592920354,0.5684532902747343,22.2845,86.5165,77.2435073852539
156,"Natural sciences, mathematics and statistics",Belgium,2017,3282,104313,3.146300077650916,3300.0,-0.5454545454545455,-0.017161636787186817,,87.6797,80.7738189697266
157,"Natural sciences, mathematics and statistics",Belgium,2018,2943,95125,3.0938239159001313,3282.0,-10.3290676416819,-0.31956316498785636,,88.6473,79.1237487792969
158,"Natural sciences, mathematics and statistics",Belgium,2019,2969,93205,3.185451424279813,2943.0,0.8834522595990485,0.02814194258623009,,90.2754,79.3044815063477
159,"Natural sciences, mathematics and statistics",Belgium,2020,3090,93966,3.288423472319775,2969.0,4.075446278208151,0.13401793201437953,,91.5264,79.4996032714844
160,"Natural sciences, mathematics and statistics",Belgium,2021,3121,91834,3.398523422697476,3090.0,1.0032362459546926,0.03409521880376109,,92.7887,82.6882019042969
161,"Natural sciences, mathematics and statistics",Belgium,2022,3325,97266,3.4184607159747498,3121.0,6.5363665491829535,0.22344312273593364,,94.0078,83.5736465454102
162,Services,Belgium,2014,1928,90154,2.138562903476274,1981.0,-2.675416456335184,-0.057215463848683756,22.49618,85.0012,74.0397262573242
163,Services,Belgium,2015,1766,91512,1.929801556080077,1928.0,-8.402489626556017,-0.16215137556274506,22.12875,85.0529,76.423942565918
164,Services,Belgium,2016,1965,97610,2.013113410511218,1766.0,11.268403171007927,0.22684573538603192,22.2845,86.5165,77.2435073852539
165,Services,Belgium,2017,2070,104313,1.9844122976043255,1965.0,5.343511450381679,0.1060372983452693,,87.6797,80.7738189697266
166,Services,Belgium,2018,1933,95125,2.0320630749014454,2070.0,-6.6183574879227045,-0.13448919867705217,,88.6473,79.1237487792969
167,Services,Belgium,2019,1750,93205,1.877581674802854,1933.0,-9.467149508535954,-0.1777534642984595,,90.2754,79.3044815063477
168,Services,Belgium,2020,1638,93966,1.7431837047442693,1750.0,-6.4,-0.11156375710363323,,91.5264,79.4996032714844
169,Services,Belgium,2021,1516,91834,1.6508047128514494,1638.0,-7.448107448107448,-0.12295370877159756,,92.7887,82.6882019042969
170,Services,Belgium,2022,1440,97266,1.4804762198507186,1516.0,-5.013192612137203,-0.07421912447800437,,94.0078,83.5736465454102
171,"Social sciences, journalism and information",Belgium,2014,8907,90154,9.87976129733567,8973.0,-0.7355399531929121,-0.07266959162199424,22.49618,85.0012,74.0397262573242
172,"Social sciences, journalism and information",Belgium,2015,7679,91512,8.391249235072996,8907.0,-13.786909172560907,-1.1568939104827258,22.12875,85.0529,76.423942565918
173,"Social sciences, journalism and information",Belgium,2016,8152,97610,8.351603319332035,7679.0,6.1596562052350565,0.5144300520958527,22.2845,86.5165,77.2435073852539
174,"Social sciences, journalism and information",Belgium,2017,7928,104313,7.600203234496179,8152.0,-2.747791952894995,-0.20883777288115113,,87.6797,80.7738189697266
175,"Social sciences, journalism and information",Belgium,2018,8350,95125,8.777923784494087,7928.0,5.322906155398587,0.46724064544103233,,88.6473,79.1237487792969
176,"Social sciences, journalism and information",Belgium,2019,8346,93205,8.954455233088353,8350.0,-0.04790419161676647,-0.004289559393096218,,90.2754,79.3044815063477
177,"Social sciences, journalism and information",Belgium,2020,8954,93966,9.52897856671562,8346.0,7.284926911095136,0.6941791239591538,,91.5264,79.4996032714844
178,"Social sciences, journalism and information",Belgium,2021,8839,91834,9.624975499270423,8954.0,-1.2843421934331025,-0.12361762144472846,,92.7887,82.6882019042969
179,"Social sciences, journalism and information",Belgium,2022,9996,97266,10.276972426130405,8839.0,13.089716031225251,1.3452265071877902,,94.0078,83.5736465454102
180,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2014,1303,50873,2.5612800503213884,1318.0,-1.1380880121396053,-0.029149621210030972,,55.4904,72.981559753418
181,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2015,1247,48537,2.5691740321816345,1303.0,-4.297774366845741,-0.11041730299475944,,56.6563,78.2999572753906
182,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2016,1112,45200,2.4601769911504423,1247.0,-10.82598235765838,-0.26633832702911764,,59.8255,80.6399612426758
183,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2017,990,41023,2.4132803549228483,1112.0,-10.971223021582734,-0.26476636987462904,,63.4101,81.2245864868164
184,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2018,952,40473,2.3521854075556545,990.0,-3.8383838383838382,-0.09028590453243926,,64.782,83.134880065918
185,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2019,857,41548,2.062674496967363,952.0,-9.978991596638656,-0.20583411471838184,,67.947,84.7503128051758
186,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2020,858,41770,2.0541058175724203,857.0,0.11668611435239205,0.002396856263211692,,70.1625,85.5331115722656
187,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2021,852,40631,2.0969210701188747,858.0,-0.6993006993006993,-0.014663783707124997,,75.2714,85.3017501831055
188,"Agriculture, forestry, fisheries and veterinary",Bulgaria,2022,841,40889,2.0567878891633447,852.0,-1.2910798122065728,-0.02655477321689764,,79.1269,84.1293563842773
