,Unnamed: 0,Field (ISCED-F 2013),Country,Year,Enrollment Count,Total,Distribution (%),Enrollment Growth Rate (%),Weighted Enrollment Growth Rate (%),Total Growth Rate (%),Tertiary Enrollment (%),Government expenditure on tertiary education (%),Individuals using the Internet (%)
62,62,Services,European Union,2022,135767.0,2818346.0,4.817258065546246,-3.4600698271387222,-0.1726544576145015,-1.10816834670911,,88.90388930458053,79.6943130493164
63,63,"Social sciences, journalism and information",European Union,2016,345599.0,3152474.0,10.962786687534932,,,,21.79022,76.92178216524768,70.5147018432617
64,64,"Social sciences, journalism and information",European Union,2017,353422.0,3170104.0,11.148593232272503,2.263606086823168,0.2467742383215188,0.5592433117608583,,78.71621610472319,71.7865982055664
65,65,"Social sciences, journalism and information",European Union,2018,365252.0,3216104.0,11.35697104322497,3.347273231434376,0.3678363635006828,1.4510564953074097,,81.75642493273754,72.9127807617188
66,66,"Social sciences, journalism and information",European Union,2019,371134.0,3349200.0,11.081273139854291,1.6103950149485835,0.1756240296190135,4.1384233843184175,,82.75927304265345,74.036018371582
67,67,"Social sciences, journalism and information",European Union,2020,300965.0,2801867.0,10.741587662797698,-18.90664827259157,-2.5043658389209766,-16.342201122656157,,84.7697008634166,74.9978790283203
68,68,"Social sciences, journalism and information",European Union,2021,309059.0,2849928.0,10.844449403634057,2.6893492598807174,0.2840071749181032,1.7153205344864693,,86.95643650817448,77.8414077758789
69,69,"Social sciences, journalism and information",European Union,2022,301879.0,2818346.0,10.711211469422135,-2.323181010745521,-0.254759351761636,-1.10816834670911,,88.90388930458053,79.6943130493164
70,70,"Agriculture, forestry, fisheries and veterinary",Austria,2013,386.0,47856.0,0.8065864259445001,,,,32.33793,80.6188,80.9616012573242
71,71,"Agriculture, forestry, fisheries and veterinary",Austria,2014,351.0,43288.0,0.8108482720384402,-9.067357512953368,-0.0808538163001293,-9.545302574389837,32.51695,80.9958,81.0195693969727
72,72,"Agriculture, forestry, fisheries and veterinary",Austria,2015,393.0,45364.0,0.8663257208359051,11.965811965811966,0.0925844281809364,4.795786361116244,32.63359,83.9401,82.2563095092773
73,73,"Agriculture, forestry, fisheries and veterinary",Austria,2016,329.0,47580.0,0.6914670029424128,-16.28498727735369,-0.1345102984447246,4.884930782117979,32.48871,84.3237,82.8496932983398
74,74,"Agriculture, forestry, fisheries and veterinary",Austria,2017,330.0,45180.0,0.7304116865869854,0.303951367781155,0.0022133687472332,-5.044136191677175,,87.9356,83.8392562866211
75,75,"Agriculture, forestry, fisheries and veterinary",Austria,2018,261.0,43796.0,0.595944835144762,-20.909090909090907,-0.1575486345785003,-3.063302346170872,,87.4791,85.8698883056641
76,76,"Agriculture, forestry, fisheries and veterinary",Austria,2019,288.0,43186.0,0.6668827860880842,10.344827586206897,0.0625202611957578,-1.3928212622157274,,87.7522,86.3234329223633
77,77,"Agriculture, forestry, fisheries and veterinary",Austria,2020,304.0,42257.0,0.7194074354544809,5.555555555555555,0.0378635492344463,-2.151160098179966,,87.5294,88.7071990966797
78,78,"Agriculture, forestry, fisheries and veterinary",Austria,2021,334.0,46975.0,0.711016498137307,9.86842105263158,0.0638637573177221,11.16501408050737,,92.5292,93.940071105957
79,79,"Agriculture, forestry, fisheries and veterinary",Austria,2022,246.0,42168.0,0.5833807626636311,-26.34730538922156,-0.2086890533105672,-10.233102714209686,,93.6141,94.5116882324219
80,80,Arts and humanities,Austria,2013,7317.0,47856.0,15.289618856569708,,,,32.33793,80.6188,80.9616012573242
81,81,Arts and humanities,Austria,2014,6604.0,43288.0,15.255960081315838,-9.74443077764111,-1.6471077434854924,-9.545302574389837,32.51695,80.9958,81.0195693969727
82,82,Arts and humanities,Austria,2015,6593.0,45364.0,14.533550833259854,-0.1665657177468201,-0.0242483026188166,4.795786361116244,32.63359,83.9401,82.2563095092773
83,83,Arts and humanities,Austria,2016,6213.0,47580.0,13.058007566204289,-5.763688760806916,-0.7986548970155527,4.884930782117979,32.48871,84.3237,82.8496932983398
84,84,Arts and humanities,Austria,2017,5567.0,45180.0,12.32182381584772,-10.397553516819572,-1.4298362107127047,-5.044136191677175,,87.9356,83.8392562866211
85,85,Arts and humanities,Austria,2018,5569.0,43796.0,12.715773129966207,0.0359259924555415,0.0045666270892318,-3.063302346170872,,87.4791,85.8698883056641
86,86,Arts and humanities,Austria,2019,5234.0,43186.0,12.11966841105914,-6.015442628838211,-0.7757143518732922,-1.3928212622157274,,87.7522,86.3234329223633
87,87,Arts and humanities,Austria,2020,5275.0,42257.0,12.483138888231537,0.7833397019487964,0.0970253449132688,-2.151160098179966,,87.5294,88.7071990966797
88,88,Arts and humanities,Austria,2021,6183.0,46975.0,13.162320383182545,17.213270142180097,1.932943054816392,11.16501408050737,,92.5292,93.940071105957
89,89,Arts and humanities,Austria,2022,5153.0,42168.0,12.220166951242648,-16.65857997735727,-2.4426105103395943,-10.233102714209686,,93.6141,94.5116882324219
90,90,"Business, administration and law",Austria,2013,9800.0,47856.0,20.478100969575397,,,,32.33793,80.6188,80.9616012573242
91,91,"Business, administration and law",Austria,2014,8010.0,43288.0,18.50397338754389,-18.26530612244898,-4.135095176492331,-9.545302574389837,32.51695,80.9958,81.0195693969727
92,92,"Business, administration and law",Austria,2015,5806.0,45364.0,12.798695000440878,-27.51560549313358,-4.858478088351997,4.795786361116244,32.63359,83.9401,82.2563095092773
93,93,"Business, administration and law",Austria,2016,6483.0,47580.0,13.62547288776797,11.660351360661386,1.4228667507356032,4.884930782117979,32.48871,84.3237,82.8496932983398
94,94,"Business, administration and law",Austria,2017,6766.0,45180.0,14.975652943780434,4.365262995526762,0.6263833554670207,-5.044136191677175,,87.9356,83.8392562866211
95,95,"Business, administration and law",Austria,2018,6766.0,43796.0,15.448899442871497,0.0,0.0,-3.063302346170872,,87.4791,85.8698883056641
96,96,"Business, administration and law",Austria,2019,8336.0,43186.0,19.30255175288288,23.20425657700266,3.635437410271848,-1.3928212622157274,,87.7522,86.3234329223633
97,97,"Business, administration and law",Austria,2020,7941.0,42257.0,18.79215277942116,-4.738483685220729,-0.9347563717253944,-2.151160098179966,,87.5294,88.7071990966797
98,98,"Business, administration and law",Austria,2021,8897.0,46975.0,18.93986162852581,12.038786047097345,2.035125066524747,11.16501408050737,,92.5292,93.940071105957
99,99,"Business, administration and law",Austria,2022,8315.0,42168.0,19.718744071333717,-6.54153085309655,-1.3801935116676154,-10.233102714209686,,93.6141,94.5116882324219
100,100,Education,Austria,2013,6031.0,47856.0,12.602390504847875,,,,32.33793,80.6188,80.9616012573242
101,101,Education,Austria,2014,5773.0,43288.0,13.336259471447052,-4.277897529431272,-0.5960081315838107,-9.545302574389837,32.51695,80.9958,81.0195693969727
102,102,Education,Austria,2015,7092.0,45364.0,15.633542015695266,22.84773947687511,2.907591923110837,4.795786361116244,32.63359,83.9401,82.2563095092773
103,103,Education,Austria,2016,7577.0,47580.0,15.924758301807485,6.838691483361534,1.0193358554014291,4.884930782117979,32.48871,84.3237,82.8496932983398
104,104,Education,Austria,2017,6478.0,45180.0,14.338202744577249,-14.504421274910914,-2.4324922532093844,-5.044136191677175,,87.9356,83.8392562866211
105,105,Education,Austria,2018,6495.0,43796.0,14.830121472280574,0.2624266748996604,0.038816330258471,-3.063302346170872,,87.4791,85.8698883056641
106,106,Education,Austria,2019,6615.0,43186.0,15.31746399296068,1.8475750577367205,0.2778678275367017,-1.3928212622157274,,87.7522,86.3234329223633
107,107,Education,Austria,2020,5948.0,42257.0,14.075774427905436,-10.083144368858656,-1.578436708710983,-2.151160098179966,,87.5294,88.7071990966797
108,108,Education,Austria,2021,6333.0,46975.0,13.481639169771157,6.472763954270342,0.8195848855774347,11.16501408050737,,92.5292,93.940071105957
109,109,Education,Austria,2022,5643.0,42168.0,13.382185543540125,-10.895310279488395,-1.636311895276039,-10.233102714209686,,93.6141,94.5116882324219
110,110,"Engineering, manufacturing and construction",Austria,2013,8139.0,47856.0,17.007271815446337,,,,32.33793,80.6188,80.9616012573242
111,111,"Engineering, manufacturing and construction",Austria,2014,7763.0,43288.0,17.933376455368695,-4.619732153827251,-0.868600997967104,-9.545302574389837,32.51695,80.9958,81.0195693969727
112,112,"Engineering, manufacturing and construction",Austria,2015,7986.0,45364.0,17.604267701260913,2.8726007986603115,0.4915792258178291,4.795786361116244,32.63359,83.9401,82.2563095092773
113,113,"Engineering, manufacturing and construction",Austria,2016,7405.0,47580.0,15.563261874737284,-7.275231655396945,-1.2211013030685165,4.884930782117979,32.48871,84.3237,82.8496932983398
114,114,"Engineering, manufacturing and construction",Austria,2017,6945.0,45180.0,15.371845949535192,-6.212018906144497,-1.0181496237273129,-5.044136191677175,,87.9356,83.8392562866211
115,115,"Engineering, manufacturing and construction",Austria,2018,6643.0,43796.0,15.168051876883734,-4.348452123830093,-0.6895606904740157,-3.063302346170872,,87.4791,85.8698883056641
116,116,"Engineering, manufacturing and construction",Austria,2019,6289.0,43186.0,14.56258972815264,-5.328917657684781,-0.81971009123327,-1.3928212622157274,,87.7522,86.3234329223633
117,117,"Engineering, manufacturing and construction",Austria,2020,5963.0,42257.0,14.111271505312727,-5.183653999045953,-0.7714698156518446,-2.151160098179966,,87.5294,88.7071990966797
118,118,"Engineering, manufacturing and construction",Austria,2021,6451.0,46975.0,13.732836615220862,8.183800100620493,1.0388504523682809,11.16501408050737,,92.5292,93.940071105957
119,119,"Engineering, manufacturing and construction",Austria,2022,5506.0,42168.0,13.05729463099981,-14.648891644706246,-2.2410358565737054,-10.233102714209686,,93.6141,94.5116882324219
120,120,Health and welfare,Austria,2013,1658.0,47856.0,3.464560347709796,,,,32.33793,80.6188,80.9616012573242
121,121,Health and welfare,Austria,2014,1837.0,43288.0,4.243670301238218,10.796139927623644,0.413509517649233,-9.545302574389837,32.51695,80.9958,81.0195693969727
122,122,Health and welfare,Austria,2015,2012.0,45364.0,4.435234988096288,9.526401741970604,0.3857684507539017,4.795786361116244,32.63359,83.9401,82.2563095092773
123,123,Health and welfare,Austria,2016,3156.0,47580.0,6.633039092055485,56.85884691848907,2.404371584699454,4.884930782117979,32.48871,84.3237,82.8496932983398
124,124,Health and welfare,Austria,2017,2937.0,45180.0,6.50066401062417,-6.939163498098859,-0.4847277556440902,-5.044136191677175,,87.9356,83.8392562866211
125,125,Health and welfare,Austria,2018,3183.0,43796.0,7.267787012512558,8.375893769152196,0.5616951319755228,-3.063302346170872,,87.4791,85.8698883056641
126,126,Health and welfare,Austria,2019,3619.0,43186.0,8.380030565461029,13.697769399937163,1.009586440050016,-1.3928212622157274,,87.7522,86.3234329223633
127,127,Health and welfare,Austria,2020,3922.0,42257.0,9.281302506093663,8.372478585244544,0.717040963627328,-2.151160098179966,,87.5294,88.7071990966797
128,128,Health and welfare,Austria,2021,4343.0,46975.0,9.245343267695583,10.734319224885262,0.8962213943587014,11.16501408050737,,92.5292,93.940071105957
129,129,Health and welfare,Austria,2022,4698.0,42168.0,11.14114968696642,8.174073221275616,0.8418706127869475,-10.233102714209686,,93.6141,94.5116882324219
130,130,Information and communication technologies,Austria,2013,2355.0,47856.0,4.921013039117352,,,,32.33793,80.6188,80.9616012573242
131,131,Information and communication technologies,Austria,2014,2468.0,43288.0,5.7013491036776935,4.798301486199576,0.2610423211975605,-9.545302574389837,32.51695,80.9958,81.0195693969727
132,132,Information and communication technologies,Austria,2015,2443.0,45364.0,5.385327572524469,-1.012965964343598,-0.0551097786791288,4.795786361116244,32.63359,83.9401,82.2563095092773
133,133,Information and communication technologies,Austria,2016,2718.0,47580.0,5.712484237074401,11.25665165779779,0.5779739386296764,4.884930782117979,32.48871,84.3237,82.8496932983398
134,134,Information and communication technologies,Austria,2017,2480.0,45180.0,5.489154493138557,-8.75643855776306,-0.5267817618415227,-5.044136191677175,,87.9356,83.8392562866211
135,135,Information and communication technologies,Austria,2018,2413.0,43796.0,5.509635583158279,-2.7016129032258065,-0.1529820074892684,-3.063302346170872,,87.4791,85.8698883056641
136,136,Information and communication technologies,Austria,2019,2589.0,43186.0,5.99499837910434,7.293825113966017,0.4075394803871625,-1.3928212622157274,,87.7522,86.3234329223633
137,137,Information and communication technologies,Austria,2020,2948.0,42257.0,6.976358946446743,13.866357667052917,0.8495633859478904,-2.151160098179966,,87.5294,88.7071990966797
138,138,Information and communication technologies,Austria,2021,3192.0,46975.0,6.795103778605641,8.276797829036635,0.5194252261841406,11.16501408050737,,92.5292,93.940071105957
139,139,Information and communication technologies,Austria,2022,2919.0,42168.0,6.922310756972111,-8.552631578947368,-0.647410358565737,-10.233102714209686,,93.6141,94.5116882324219
140,140,"Natural sciences, mathematics and statistics",Austria,2013,5157.0,47856.0,10.776078234704112,,,,32.33793,80.6188,80.9616012573242
141,141,"Natural sciences, mathematics and statistics",Austria,2014,4677.0,43288.0,10.80437996673443,-9.307737056428156,-1.1088523378303454,-9.545302574389837,32.51695,80.9958,81.0195693969727
142,142,"Natural sciences, mathematics and statistics",Austria,2015,5612.0,45364.0,12.37104311789084,19.99144750908702,2.061105722599418,4.795786361116244,32.63359,83.9401,82.2563095092773
143,143,"Natural sciences, mathematics and statistics",Austria,2016,6227.0,47580.0,13.087431693989071,10.958660014255168,1.2925598991172762,4.884930782117979,32.48871,84.3237,82.8496932983398
144,144,"Natural sciences, mathematics and statistics",Austria,2017,5734.0,45180.0,12.69145639663568,-7.917135057009796,-1.0911907923860116,-5.044136191677175,,87.9356,83.8392562866211
145,145,"Natural sciences, mathematics and statistics",Austria,2018,5461.0,43796.0,12.469175267147683,-4.7610742936867805,-0.6233445976801534,-3.063302346170872,,87.4791,85.8698883056641
146,146,"Natural sciences, mathematics and statistics",Austria,2019,5390.0,43186.0,12.480896586856852,-1.300128181651712,-0.1644051312925485,-1.3928212622157274,,87.7522,86.3234329223633
147,147,"Natural sciences, mathematics and statistics",Austria,2020,5126.0,42257.0,12.130534585985751,-4.8979591836734695,-0.624748562368365,-2.151160098179966,,87.5294,88.7071990966797
148,148,"Natural sciences, mathematics and statistics",Austria,2021,5871.0,46975.0,12.498137307078231,14.533749512290283,1.585949973390101,11.16501408050737,,92.5292,93.940071105957
149,149,"Natural sciences, mathematics and statistics",Austria,2022,4982.0,42168.0,11.81464617719598,-15.142224493272016,-2.108233731739708,-10.233102714209686,,93.6141,94.5116882324219
150,150,Services,Austria,2013,897.0,47856.0,1.8743731193580744,,,,32.33793,80.6188,80.9616012573242
151,151,Services,Austria,2014,925.0,43288.0,2.1368508593605617,3.121516164994426,0.0646830530401035,-9.545302574389837,32.51695,80.9958,81.0195693969727
152,152,Services,Austria,2015,645.0,45364.0,1.4218322899215237,-30.270270270270277,-0.6172295212062429,4.795786361116244,32.63359,83.9401,82.2563095092773
153,153,Services,Austria,2016,599.0,47580.0,1.258932324506095,-7.131782945736434,-0.0966792770071458,4.884930782117979,32.48871,84.3237,82.8496932983398
154,154,Services,Austria,2017,559.0,45180.0,1.2372731297034083,-6.67779632721202,-0.0885347498893315,-5.044136191677175,,87.9356,83.8392562866211
155,155,Services,Austria,2018,772.0,43796.0,1.7627180564435108,38.10375670840787,0.4863457850031967,-3.063302346170872,,87.4791,85.8698883056641
156,156,Services,Austria,2019,551.0,43186.0,1.2758764414393553,-28.62694300518135,-0.5117399157134257,-1.3928212622157274,,87.7522,86.3234329223633
157,157,Services,Austria,2020,577.0,42257.0,1.365454244267222,4.71869328493648,0.0615282675059753,-2.151160098179966,,87.5294,88.7071990966797
158,158,Services,Austria,2021,584.0,46975.0,1.243214475784992,1.2131715771230502,0.0149015433741351,11.16501408050737,,92.5292,93.940071105957
159,159,Services,Austria,2022,509.0,42168.0,1.20707645608044,-12.842465753424658,-0.1778599886169607,-10.233102714209686,,93.6141,94.5116882324219
160,160,"Social sciences, journalism and information",Austria,2013,6110.0,47856.0,12.767469073888332,,,,32.33793,80.6188,80.9616012573242
161,161,"Social sciences, journalism and information",Austria,2014,4879.0,43288.0,11.271021992238031,-20.14729950900164,-2.8437442247274074,-9.545302574389837,32.51695,80.9958,81.0195693969727
162,162,"Social sciences, journalism and information",Austria,2015,6780.0,45364.0,14.945771977779737,38.96290223406436,4.190547570760956,4.795786361116244,32.63359,83.9401,82.2563095092773
163,163,"Social sciences, journalism and information",Austria,2016,6873.0,47580.0,14.445145018915513,1.3716814159292037,0.1954602774274905,4.884930782117979,32.48871,84.3237,82.8496932983398
164,164,"Social sciences, journalism and information",Austria,2017,7383.0,45180.0,16.341301460823374,7.420340462680053,1.1288180610889773,-5.044136191677175,,87.9356,83.8392562866211
165,165,"Social sciences, journalism and information",Austria,2018,6233.0,43796.0,14.231893323591196,-15.57632398753894,-2.6258105763083384,-3.063302346170872,,87.4791,85.8698883056641
166,166,"Social sciences, journalism and information",Austria,2019,4276.0,43186.0,9.90135692122447,-31.397400930531045,-4.531561154077711,-1.3928212622157274,,87.7522,86.3234329223633
167,167,"Social sciences, journalism and information",Austria,2020,4255.0,42257.0,10.06933762453558,-0.4911131898971,-0.0496959083702108,-2.151160098179966,,87.5294,88.7071990966797
168,168,"Social sciences, journalism and information",Austria,2021,4787.0,46975.0,10.190526875997872,12.502937720329024,1.1325172964342736,11.16501408050737,,92.5292,93.940071105957
169,169,"Social sciences, journalism and information",Austria,2022,4199.0,42168.0,9.957787896034908,-12.283267181951118,-1.394422310756972,-10.233102714209686,,93.6141,94.5116882324219
170,170,"Agriculture, forestry, fisheries and veterinary",Belgium,2013,2370.0,91544.0,2.5889189897754084,,,,21.84376,82.1702,71.7841110229492
