year,area,concept1,concept2,metric,value
2000,ESP,math_score,reading_score,corr,0.790381575373724
2000,ESP,math_score,reading_score,corr_se,0.00855028101388158
2000,ESP,math_score,escs,corr,0.33248871963806
2000,ESP,math_score,escs,corr_se,0.000509891130321119
2000,ESP,math_score,hisei,corr,0.30189708989331
2000,ESP,math_score,hisei,corr_se,0.000592276647857882
2000,ESP,reading_score,escs,corr,0.351583953195896
2000,ESP,reading_score,escs,corr_se,0.0180609927440315
2000,ESP,reading_score,hisei,corr,0.319125773972518
2000,ESP,reading_score,hisei,corr_se,0.0187082244772006
2000,ESP,escs,hisei,corr,0.763341335613479
2000,ESP,escs,hisei,corr_se,0.000103890506181905
2000,FIN,math_score,reading_score,corr,0.722276819041164
2000,FIN,math_score,reading_score,corr_se,0.0129932261298175
2000,FIN,math_score,escs,corr,0.279758019813187
2000,FIN,math_score,escs,corr_se,0.000376396738706978
2000,FIN,math_score,hisei,corr,0.244791923822679
2000,FIN,math_score,hisei,corr_se,0.000399289142648291
2000,FIN,reading_score,escs,corr,0.265244699669848
2000,FIN,reading_score,escs,corr_se,0.017518433256807
2000,FIN,reading_score,hisei,corr,0.234637807731356
2000,FIN,reading_score,hisei,corr_se,0.0169500709702147
2000,FIN,escs,hisei,corr,0.786303769833206
2000,FIN,escs,hisei,corr_se,5.51715816778197e-05
2000,FRA,math_score,reading_score,corr,0.769994334067933
2000,FRA,math_score,reading_score,corr_se,0.0112653724710597
2000,FRA,math_score,escs,corr,0.38881358964763
2000,FRA,math_score,escs,corr_se,0.000484133072794691
2000,FRA,math_score,hisei,corr,0.324025482516217
2000,FRA,math_score,hisei,corr_se,0.000559786838394258
2000,FRA,reading_score,escs,corr,0.409585709332111
2000,FRA,reading_score,escs,corr_se,0.0187013774930748
2000,FRA,reading_score,hisei,corr,0.357701148125988
2000,FRA,reading_score,hisei,corr_se,0.0202211711621016
2000,FRA,escs,hisei,corr,0.804747448205354
2000,FRA,escs,hisei,corr_se,3.61504798302676e-05
2000,GBR,math_score,reading_score,corr,0.870935865649799
2000,GBR,math_score,reading_score,corr_se,0.00626568407486191
2000,GBR,math_score,escs,corr,0.410413190473905
2000,GBR,math_score,escs,corr_se,0.000377708689663669
2000,GBR,math_score,hisei,corr,0.375453858259227
2000,GBR,math_score,hisei,corr_se,0.000253799559802411
2000,GBR,reading_score,escs,corr,0.40805615909812
2000,GBR,reading_score,escs,corr_se,0.0156930979929348
2000,GBR,reading_score,hisei,corr,0.384052787799977
2000,GBR,reading_score,hisei,corr_se,0.013572435882916
2000,GBR,escs,hisei,corr,0.771865981531171
2000,GBR,escs,hisei,corr_se,2.51899960232639e-05
2000,GRC,math_score,reading_score,corr,0.756244451245437
2000,GRC,math_score,reading_score,corr_se,0.0140779991703562
2000,GRC,math_score,escs,corr,0.348498096349251
2000,GRC,math_score,escs,corr_se,0.00105900651566181
2000,GRC,math_score,hisei,corr,0.311481442264811
2000,GRC,math_score,hisei,corr_se,0.000892306082915426
2000,GRC,reading_score,escs,corr,0.327310532523253
2000,GRC,reading_score,escs,corr_se,0.027495336021816
2000,GRC,reading_score,hisei,corr,0.321071070179266
2000,GRC,reading_score,hisei,corr_se,0.0246561501634791
2000,GRC,escs,hisei,corr,0.80481810496372
2000,GRC,escs,hisei,corr_se,6.25492420189574e-05
2000,HUN,math_score,reading_score,corr,0.826842942309713
2000,HUN,math_score,reading_score,corr_se,0.0101053017310657
2000,HUN,math_score,escs,corr,0.516591550009609
2000,HUN,math_score,escs,corr_se,0.000485388581910098
2000,HUN,math_score,hisei,corr,0.415970471191779
2000,HUN,math_score,hisei,corr_se,0.000593007098517076
2000,HUN,reading_score,escs,corr,0.502484882890817
2000,HUN,reading_score,escs,corr_se,0.0223731054918396
2000,HUN,reading_score,hisei,corr,0.409638150949173
2000,HUN,reading_score,hisei,corr_se,0.0216819905996876
2000,HUN,escs,hisei,corr,0.819498962874965
2000,HUN,escs,hisei,corr_se,4.92459171429769e-05
2000,IRL,math_score,reading_score,corr,0.817303881905107
2000,IRL,math_score,reading_score,corr_se,0.00965307093841705
2000,IRL,math_score,escs,corr,0.348277058522557
2000,IRL,math_score,escs,corr_se,0.000406060179282666
2000,IRL,math_score,hisei,corr,0.28919491752431
2000,IRL,math_score,hisei,corr_se,0.000442348082412159
2000,IRL,reading_score,escs,corr,0.317555730903201
2000,IRL,reading_score,escs,corr_se,0.0185936270312486
2000,IRL,reading_score,hisei,corr,0.314197998157838
2000,IRL,reading_score,hisei,corr_se,0.0168346396543428
2000,IRL,escs,hisei,corr,0.741692485903083
2000,IRL,escs,hisei,corr_se,7.60788698520741e-05
2000,ITA,math_score,reading_score,corr,0.786339733688216
2000,ITA,math_score,reading_score,corr_se,0.0143392183235957
2000,ITA,math_score,escs,corr,0.26040195783454
2000,ITA,math_score,escs,corr_se,0.000362806176502931
2000,ITA,math_score,hisei,corr,0.228247212443716
2000,ITA,math_score,hisei,corr_se,0.000628661700369134
2000,ITA,reading_score,escs,corr,0.312446764010578
2000,ITA,reading_score,escs,corr_se,0.0184140881104973
2000,ITA,reading_score,hisei,corr,0.284125889839678
2000,ITA,reading_score,hisei,corr_se,0.0193477367172802
2000,ITA,escs,hisei,corr,0.829644144630959
2000,ITA,escs,hisei,corr_se,5.24422521590049e-05
2000,LUX,math_score,reading_score,corr,0.824445514017646
2000,LUX,math_score,reading_score,corr_se,0.0121314841919081
2000,LUX,math_score,escs,corr,0.420746719378513
2000,LUX,math_score,escs,corr_se,0.000352288325446762
2000,LUX,math_score,hisei,corr,0.37224165817646
2000,LUX,math_score,hisei,corr_se,0.000385919706274571
2000,LUX,reading_score,escs,corr,0.451894444623095
2000,LUX,reading_score,escs,corr_se,0.0163242350917295
2000,LUX,reading_score,hisei,corr,0.403294797764073
2000,LUX,reading_score,hisei,corr_se,0.0160469393894129
2000,LUX,escs,hisei,corr,0.773681909140593
2000,LUX,escs,hisei,corr_se,4.51326619531443e-05
2000,LVA,math_score,reading_score,corr,0.725723172073341
2000,LVA,math_score,reading_score,corr_se,0.018592497141865
2000,LVA,math_score,escs,corr,0.260030427195941
2000,LVA,math_score,escs,corr_se,0.000908853089406351
2000,LVA,math_score,hisei,corr,0.164212194612828
2000,LVA,math_score,hisei,corr_se,0.000756311678612528
2000,LVA,reading_score,escs,corr,0.302037569145669
2000,LVA,reading_score,escs,corr_se,0.0249204366008225
2000,LVA,reading_score,hisei,corr,0.240730344927829
2000,LVA,reading_score,hisei,corr_se,0.0232412843889859
2000,LVA,escs,hisei,corr,0.817066025403297
2000,LVA,escs,hisei,corr_se,5.79175407990628e-05
2000,NLD,math_score,reading_score,corr,0.845158713549299
2000,NLD,math_score,reading_score,corr_se,0.0124923298508486
2000,NLD,math_score,escs,corr,0.333393161268168
2000,NLD,math_score,escs,corr_se,0.0014707423432191
2000,NLD,math_score,hisei,corr,0.31235216829653
2000,NLD,math_score,hisei,corr_se,0.000702653832916899
2000,NLD,reading_score,escs,corr,0.366290716728944
2000,NLD,reading_score,escs,corr_se,0.0284701311011753
2000,NLD,reading_score,hisei,corr,0.340051012512336
2000,NLD,reading_score,hisei,corr_se,0.0251600966352015
2000,NLD,escs,hisei,corr,0.801842378726837
2000,NLD,escs,hisei,corr_se,6.44851087038749e-05
2000,POL,math_score,reading_score,corr,0.832612098170898
2000,POL,math_score,reading_score,corr_se,0.013239618675909
2000,POL,math_score,escs,corr,0.380916505826079
2000,POL,math_score,escs,corr_se,0.000948667890155101
2000,POL,math_score,hisei,corr,0.345034794235893
2000,POL,math_score,hisei,corr_se,0.000642324467475383
2000,POL,reading_score,escs,corr,0.375438129425434
2000,POL,reading_score,escs,corr_se,0.0265395619856135
2000,POL,reading_score,hisei,corr,0.351967158972137
2000,POL,reading_score,hisei,corr_se,0.0229535562877966
2000,POL,escs,hisei,corr,0.835760339500675
2000,POL,escs,hisei,corr_se,6.68663967107473e-05
2000,PRT,math_score,reading_score,corr,0.848890529301896
2000,PRT,math_score,reading_score,corr_se,0.00893483970439833
2000,PRT,math_score,escs,corr,0.382480475007467
2000,PRT,math_score,escs,corr_se,0.000532436157337215
2000,PRT,math_score,hisei,corr,0.357095072512093
2000,PRT,math_score,hisei,corr_se,0.000603166959134458
2000,PRT,reading_score,escs,corr,0.396792268249422
2000,PRT,reading_score,escs,corr_se,0.0240744397961499
2000,PRT,reading_score,hisei,corr,0.392806759617585
2000,PRT,reading_score,hisei,corr_se,0.0223752706191992
2000,PRT,escs,hisei,corr,0.826811394304073
2000,PRT,escs,hisei,corr_se,7.90179446424064e-05
2000,SWE,math_score,reading_score,corr,0.835916563419433
2000,SWE,math_score,reading_score,corr_se,0.00747734170281615
2000,SWE,math_score,escs,corr,0.327451866533055
2000,SWE,math_score,escs,corr_se,0.000371809402127313
2000,SWE,math_score,hisei,corr,0.330412036267331
2000,SWE,math_score,hisei,corr_se,0.000386215657692099
2000,SWE,reading_score,escs,corr,0.315356995105535
2000,SWE,reading_score,escs,corr_se,0.0154711543156074
2000,SWE,reading_score,hisei,corr,0.296308126497439
2000,SWE,reading_score,hisei,corr_se,0.0164497580855609
2000,SWE,escs,hisei,corr,0.767785460175812
2000,SWE,escs,hisei,corr_se,3.3845396731543e-05
2000,EU28,math_score,reading_score,corr,0.82276631601424
2000,EU28,math_score,reading_score,corr_se,0.00359382230806439
2000,EU28,math_score,escs,corr,0.389510571762991
2000,EU28,math_score,escs,corr_se,6.2455754148891e-05
2000,EU28,math_score,hisei,corr,0.34025870963858
2000,EU28,math_score,hisei,corr_se,4.73857664817541e-05
2000,EU28,reading_score,escs,corr,0.388951104605181
2000,EU28,reading_score,escs,corr_se,0.00666255715077116
2000,EU28,reading_score,hisei,corr,0.356492422554522
2000,EU28,reading_score,hisei,corr_se,0.00578437421785929
2000,EU28,escs,hisei,corr,0.77161835489352
2000,EU28,escs,hisei,corr_se,5.1799011706381e-06
2003,AUT,math_score,reading_score,corr,0.793691832895812
2003,AUT,math_score,reading_score,corr_se,0.00812533374981321
2003,AUT,math_score,escs,corr,0.412798703575988
2003,AUT,math_score,escs,corr_se,0.000345644825617325
2003,AUT,math_score,hisei,corr,0.325884871688491
2003,AUT,math_score,hisei,corr_se,0.000366322656378746
2003,AUT,reading_score,escs,corr,0.460843822720717
2003,AUT,reading_score,escs,corr_se,0.017276719361133
2003,AUT,reading_score,hisei,corr,0.382547651363223
2003,AUT,reading_score,hisei,corr_se,0.0172294960518654
2003,AUT,escs,hisei,corr,0.731200030575658
2003,AUT,escs,hisei,corr_se,6.19066290395432e-05
2003,BEL,math_score,reading_score,corr,0.82020387180786
2003,BEL,math_score,reading_score,corr_se,0.00687480847084259
2003,BEL,math_score,escs,corr,0.496029524078826
2003,BEL,math_score,escs,corr_se,0.000211603533405926
2003,BEL,math_score,hisei,corr,0.395663894568956
2003,BEL,math_score,hisei,corr_se,0.000200885444658672
2003,BEL,reading_score,escs,corr,0.479189365539282
2003,BEL,reading_score,escs,corr_se,0.0154474392610807
2003,BEL,reading_score,hisei,corr,0.368302479941304
2003,BEL,reading_score,hisei,corr_se,0.0149180140895998
2003,BEL,escs,hisei,corr,0.775514776490853
2003,BEL,escs,hisei,corr_se,2.94333056338884e-05
2003,CZE,math_score,reading_score,corr,0.789029953290278
2003,CZE,math_score,reading_score,corr_se,0.00931343749297698
2003,CZE,math_score,escs,corr,0.442825799153946
2003,CZE,math_score,escs,corr_se,0.000207459179042025
2003,CZE,math_score,hisei,corr,0.354558734631782
2003,CZE,math_score,hisei,corr_se,0.00024310986011772
2003,CZE,reading_score,escs,corr,0.396010207774175
2003,CZE,reading_score,escs,corr_se,0.0169067898199732
2003,CZE,reading_score,hisei,corr,0.314942965467547
2003,CZE,reading_score,hisei,corr_se,0.018407469431871
2003,CZE,escs,hisei,corr,0.777206021902167
2003,CZE,escs,hisei,corr_se,4.40465883728685e-05
2003,DEU,math_score,reading_score,corr,0.820678699768987
2003,DEU,math_score,reading_score,corr_se,0.00748328126540065
2003,DEU,math_score,escs,corr,0.505975850889501
2003,DEU,math_score,escs,corr_se,0.000172194550622257
2003,DEU,math_score,hisei,corr,0.401839528537839
2003,DEU,math_score,hisei,corr_se,0.000283597272556765
2003,DEU,reading_score,escs,corr,0.486031538897401
2003,DEU,reading_score,escs,corr_se,0.0136638368922077
2003,DEU,reading_score,hisei,corr,0.373837574655187
2003,DEU,reading_score,hisei,corr_se,0.0167504365517914
2003,DEU,escs,hisei,corr,0.743135399783925
2003,DEU,escs,hisei,corr_se,6.74344746031765e-05
2003,DNK,math_score,reading_score,corr,0.717399965181372
2003,DNK,math_score,reading_score,corr_se,0.0105190606945203
2003,DNK,math_score,escs,corr,0.419868875009011
2003,DNK,math_score,escs,corr_se,0.00027203686683575
2003,DNK,math_score,hisei,corr,0.306752228094421
2003,DNK,math_score,hisei,corr_se,0.000262130018627523
2003,DNK,reading_score,escs,corr,0.406080091987643
2003,DNK,reading_score,escs,corr_se,0.0164617779520875
2003,DNK,reading_score,hisei,corr,0.266915720048925
2003,DNK,reading_score,hisei,corr_se,0.0167831775832686
2003,DNK,escs,hisei,corr,0.742270923700557
2003,DNK,escs,hisei,corr_se,7.58731959709522e-05
2003,ESP,math_score,reading_score,corr,0.69885792745277
2003,ESP,math_score,reading_score,corr_se,0.010657543528714
2003,ESP,math_score,escs,corr,0.352866646435112
2003,ESP,math_score,escs,corr_se,0.000299284952278065
2003,ESP,math_score,hisei,corr,0.281367480774177
2003,ESP,math_score,hisei,corr_se,0.00023554902855338
2003,ESP,reading_score,escs,corr,0.3006657319652
2003,ESP,reading_score,escs,corr_se,0.0191067167327772
2003,ESP,reading_score,hisei,corr,0.26170609153081
2003,ESP,reading_score,hisei,corr_se,0.0180546868590189
2003,ESP,escs,hisei,corr,0.753823214460025
2003,ESP,escs,hisei,corr_se,9.2548272344351e-05
2003,FIN,math_score,reading_score,corr,0.714153002418302
2003,FIN,math_score,reading_score,corr_se,0.00795886597174651
2003,FIN,math_score,escs,corr,0.32131818493382
2003,FIN,math_score,escs,corr_se,0.000222121149251592
2003,FIN,math_score,hisei,corr,0.266507192877885
2003,FIN,math_score,hisei,corr_se,0.000204415070011143
2003,FIN,reading_score,escs,corr,0.304701928521505
2003,FIN,reading_score,escs,corr_se,0.0158498275371078
2003,FIN,reading_score,hisei,corr,0.228049171171267
2003,FIN,reading_score,hisei,corr_se,0.0156319226816182
2003,FIN,escs,hisei,corr,0.758860672514735
2003,FIN,escs,hisei,corr_se,4.23158607052501e-05
2003,FRA,math_score,reading_score,corr,0.759126838956067
2003,FRA,math_score,reading_score,corr_se,0.0112834446786853
2003,FRA,math_score,escs,corr,0.448308464454149
2003,FRA,math_score,escs,corr_se,0.000391178046945973
2003,FRA,math_score,hisei,corr,0.354486398217308
2003,FRA,math_score,hisei,corr_se,0.000364145826557214
2003,FRA,reading_score,escs,corr,0.447585824084677
2003,FRA,reading_score,escs,corr_se,0.0217184691580378
2003,FRA,reading_score,hisei,corr,0.346483245781725
2003,FRA,reading_score,hisei,corr_se,0.0217063718646913
2003,FRA,escs,hisei,corr,0.777689315251296
2003,FRA,escs,hisei,corr_se,4.68010817170106e-05
2003,GBR,math_score,reading_score,corr,0.844357399600991
2003,GBR,math_score,reading_score,corr_se,0.00615528390687816
2003,GBR,math_score,escs,corr,0.457441439393365
2003,GBR,math_score,escs,corr_se,0.000297248984538459
2003,GBR,math_score,hisei,corr,0.354363785847379
2003,GBR,math_score,hisei,corr_se,0.000243792431901367
2003,GBR,reading_score,escs,corr,0.448828953451685
2003,GBR,reading_score,escs,corr_se,0.0192305781000205
2003,GBR,reading_score,hisei,corr,0.340827331753927
2003,GBR,reading_score,hisei,corr_se,0.016815533119456
2003,GBR,escs,hisei,corr,0.730382924232079
2003,GBR,escs,hisei,corr_se,5.95892654992512e-05
2003,GRC,math_score,reading_score,corr,0.604035440900207
2003,GRC,math_score,reading_score,corr_se,0.0167513331085987
2003,GRC,math_score,escs,corr,0.392209550122888
2003,GRC,math_score,escs,corr_se,0.000569708146897887
2003,GRC,math_score,hisei,corr,0.318906230954312
2003,GRC,math_score,hisei,corr_se,0.000541649316744201
2003,GRC,reading_score,escs,corr,0.326812654218879
2003,GRC,reading_score,escs,corr_se,0.0218929070197761
2003,GRC,reading_score,hisei,corr,0.289323944572821
2003,GRC,reading_score,hisei,corr_se,0.0207552017751195
2003,GRC,escs,hisei,corr,0.78939436653154
2003,GRC,escs,hisei,corr_se,7.38935061726071e-05
2003,HUN,math_score,reading_score,corr,0.72793412135277
2003,HUN,math_score,reading_score,corr_se,0.0137690372884643
2003,HUN,math_score,escs,corr,0.508453242258668
2003,HUN,math_score,escs,corr_se,0.000294824093896335
2003,HUN,math_score,hisei,corr,0.407537368995483
2003,HUN,math_score,hisei,corr_se,0.000325266574066214
2003,HUN,reading_score,escs,corr,0.453493109117904
2003,HUN,reading_score,escs,corr_se,0.019803724246882
2003,HUN,reading_score,hisei,corr,0.365196991541187
2003,HUN,reading_score,hisei,corr_se,0.0197993895641568
2003,HUN,escs,hisei,corr,0.791133822410456
2003,HUN,escs,hisei,corr_se,4.40048490104009e-05
2003,IRL,math_score,reading_score,corr,0.797934277576875
2003,IRL,math_score,reading_score,corr_se,0.00734374137740193
2003,IRL,math_score,escs,corr,0.407522999099626
2003,IRL,math_score,escs,corr_se,0.000316652344364863
2003,IRL,math_score,hisei,corr,0.318348603645119
2003,IRL,math_score,hisei,corr_se,0.000397739984131448
2003,IRL,reading_score,escs,corr,0.407352014058396
2003,IRL,reading_score,escs,corr_se,0.0210807229019289
2003,IRL,reading_score,hisei,corr,0.328922486505748
2003,IRL,reading_score,hisei,corr_se,0.022628580057327
2003,IRL,escs,hisei,corr,0.728827642588147
2003,IRL,escs,hisei,corr_se,7.95825045436978e-05
2003,ITA,math_score,reading_score,corr,0.695039599945231
2003,ITA,math_score,reading_score,corr_se,0.0109161030227004
2003,ITA,math_score,escs,corr,0.366684549909079
2003,ITA,math_score,escs,corr_se,0.000275629140299864
2003,ITA,math_score,hisei,corr,0.287994485656603
2003,ITA,math_score,hisei,corr_se,0.000284369012651405
2003,ITA,reading_score,escs,corr,0.362795094963108
2003,ITA,reading_score,escs,corr_se,0.0165965202089695
2003,ITA,reading_score,hisei,corr,0.299866161563784
2003,ITA,reading_score,hisei,corr_se,0.0174366725681849
2003,ITA,escs,hisei,corr,0.781832340892952
2003,ITA,escs,hisei,corr_se,5.50658814922505e-05
2003,LUX,math_score,reading_score,corr,0.784666669754962
2003,LUX,math_score,reading_score,corr_se,0.00730631529721815
2003,LUX,math_score,escs,corr,0.440950685097578
2003,LUX,math_score,escs,corr_se,0.000124321382199211
2003,LUX,math_score,hisei,corr,0.375435894176936
2003,LUX,math_score,hisei,corr_se,0.000213381184409067
2003,LUX,reading_score,escs,corr,0.437471060368571
2003,LUX,reading_score,escs,corr_se,0.013033961750951
2003,LUX,reading_score,hisei,corr,0.351002439079591
2003,LUX,reading_score,hisei,corr_se,0.0171860466086609
2003,LUX,escs,hisei,corr,0.763012522527248
2003,LUX,escs,hisei,corr_se,4.60344579669941e-05
2003,LVA,math_score,reading_score,corr,0.70628967194776
2003,LVA,math_score,reading_score,corr_se,0.016069934220666
2003,LVA,math_score,escs,corr,0.310780109213813
2003,LVA,math_score,escs,corr_se,0.000345456240040215
2003,LVA,math_score,hisei,corr,0.241164207667289
2003,LVA,math_score,hisei,corr_se,0.000375487465525063
2003,LVA,reading_score,escs,corr,0.268201659850285
2003,LVA,reading_score,escs,corr_se,0.0244010165316287
2003,LVA,reading_score,hisei,corr,0.221800935053834
2003,LVA,reading_score,hisei,corr_se,0.0260422541072577
2003,LVA,escs,hisei,corr,0.751885033975943
2003,LVA,escs,hisei,corr_se,9.62114784205769e-05
2003,NLD,math_score,reading_score,corr,0.872123302619264
2003,NLD,math_score,reading_score,corr_se,0.00734721243300064
2003,NLD,math_score,escs,corr,0.437751909073293
2003,NLD,math_score,escs,corr_se,0.000374382328112171
2003,NLD,math_score,hisei,corr,0.353764905996751
2003,NLD,math_score,hisei,corr_se,0.000304550719434474
2003,NLD,reading_score,escs,corr,0.404694828773298
2003,NLD,reading_score,escs,corr_se,0.021150107660171
2003,NLD,reading_score,hisei,corr,0.329782594247493
2003,NLD,reading_score,hisei,corr_se,0.0195622287988185
2003,NLD,escs,hisei,corr,0.759473501084448
2003,NLD,escs,hisei,corr_se,5.63725922924211e-05
2003,POL,math_score,reading_score,corr,0.73466049373403
2003,POL,math_score,reading_score,corr_se,0.00955739886960193
2003,POL,math_score,escs,corr,0.407658750161123
2003,POL,math_score,escs,corr_se,0.00019958722693829
2003,POL,math_score,hisei,corr,0.350838084354494
2003,POL,math_score,hisei,corr_se,0.000239337495960117
2003,POL,reading_score,escs,corr,0.395011349633823
2003,POL,reading_score,escs,corr_se,0.0154875342194759
2003,POL,reading_score,hisei,corr,0.349322905882897
2003,POL,reading_score,hisei,corr_se,0.0173842132998861
2003,POL,escs,hisei,corr,0.770110438315802
2003,POL,escs,hisei,corr_se,7.35476074803674e-05
2003,PRT,math_score,reading_score,corr,0.726639695069791
2003,PRT,math_score,reading_score,corr_se,0.012310922333572
2003,PRT,math_score,escs,corr,0.430146175625523
2003,PRT,math_score,escs,corr_se,0.000345003620126246
2003,PRT,math_score,hisei,corr,0.383246913260069
2003,PRT,math_score,hisei,corr_se,0.000391103103002665
2003,PRT,reading_score,escs,corr,0.366697643559339
2003,PRT,reading_score,escs,corr_se,0.0215184888584122
2003,PRT,reading_score,hisei,corr,0.330752758393835
2003,PRT,reading_score,hisei,corr_se,0.0194276882196444
2003,PRT,escs,hisei,corr,0.790114617782177
2003,PRT,escs,hisei,corr_se,9.25876291005574e-05
2003,SVK,math_score,reading_score,corr,0.753290201467546
2003,SVK,math_score,reading_score,corr_se,0.0111864285466128
2003,SVK,math_score,escs,corr,0.485339138567546
2003,SVK,math_score,escs,corr_se,0.000423023820400181
2003,SVK,math_score,hisei,corr,0.364859512343035
2003,SVK,math_score,hisei,corr_se,0.000253821899777389
2003,SVK,reading_score,escs,corr,0.465421139819316
2003,SVK,reading_score,escs,corr_se,0.0213901932520763
2003,SVK,reading_score,hisei,corr,0.353471714904478
2003,SVK,reading_score,hisei,corr_se,0.0174818085536735
2003,SVK,escs,hisei,corr,0.780526676658975
2003,SVK,escs,hisei,corr_se,2.78364901149709e-05
2003,SWE,math_score,reading_score,corr,0.748672438783548
2003,SWE,math_score,reading_score,corr_se,0.0107404994574058
2003,SWE,math_score,escs,corr,0.390288570574395
2003,SWE,math_score,escs,corr_se,0.000207900133638697
2003,SWE,math_score,hisei,corr,0.29942693179127
2003,SWE,math_score,hisei,corr_se,0.000237659691754425
2003,SWE,reading_score,escs,corr,0.381723817982858
2003,SWE,reading_score,escs,corr_se,0.015949700040657
2003,SWE,reading_score,hisei,corr,0.275212844884978
2003,SWE,reading_score,hisei,corr_se,0.0169913282974336
2003,SWE,escs,hisei,corr,0.713079288967424
2003,SWE,escs,hisei,corr_se,7.36095275637162e-05
2003,EU28,math_score,reading_score,corr,0.77010148058626
2003,EU28,math_score,reading_score,corr_se,0.00327831102198916
2003,EU28,math_score,escs,corr,0.445065645256573
2003,EU28,math_score,escs,corr_se,3.46864777148892e-05
2003,EU28,math_score,hisei,corr,0.357249526256256
2003,EU28,math_score,hisei,corr_se,4.29532796147583e-05
2003,EU28,reading_score,escs,corr,0.419762279197554
2003,EU28,reading_score,escs,corr_se,0.00614934351166172
2003,EU28,reading_score,hisei,corr,0.339313555633537
2003,EU28,reading_score,hisei,corr_se,0.00629937158901927
2003,EU28,escs,hisei,corr,0.749522578327461
2003,EU28,escs,hisei,corr_se,7.36140986308284e-06
2006,AUT,math_score,reading_score,corr,0.776450332432043
2006,AUT,math_score,reading_score,corr_se,0.01360690296909
